text,sentiment
Havin a bad weed first wisdom teeth then ran out of weed now I might be getting sick . . . if only i had more weed,negative
i think my ipod is sick  it doesn`t want to connect to any wi-fi . . .,negative
 I don`t like the term 'partner' when it comes to relationships. It`s too business like so that`s my ugly word of the day,negative
' ...not academically of course. ' I miss him already,negative
"getting ready to start my work week, it`s so not TGIF for me!! It`s monday",negative
"_Nigeria oh yeah I know  We met when I was taking out the trash, hhaha",negative
i have nothing to do except right a eassy due on monday D: :[ :{  ]: }:,negative
" I got a coupon, but I couldn`t register it because you have to be in the US",negative
 ... i hate it so much.,negative
its sad that the rats are becoming aggressive against the guinea pigs. I have to seperate them.,negative
Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong,negative
 yooo myyyyye bust how I`m sick tooo... Just shoot me.  Long night tonight.,negative
"Just spoke to Keith Urban`s record company, we can`t get him on the show till we`re back from holidays  sorry Jack, we`re trying mate!",negative
wow we r watching the outsiders  smelly english.,negative
 **** no dublin,negative
 I miss you too,negative
 SON! WTF?? She just bit holes in the **** bread!!! Who does that?? Why has God forsaken me?? why?,negative
 I am also very tired,negative
_Dreaming what?! miley`s gonna quit hannah montana?...i don`t wanna believe it!,negative
I hate going to work on nights that I`m in micro.   At least I get to work with !,negative
is still waiting.,negative
 no fair,negative
goodbyeeee Arizona. See you in 3 weeks.,negative
gahh. my freaking lip ring is going to be the death of me. it never cooraperates with me. and im over it now jack haha;,negative
headache boo,negative
 u really dont right now! i am as sick as a newt in a freezer! its aweful  x,negative
feels not good at all,negative
just got back from my exam... im surely gonna fail...now trying 2 get tickets 4 il divo! someone doesnt want us 2b there!!!,negative
i got a replacement phone and now all my text messages and call history are gone.  I am sad.,negative
 Your not alone im gutted i missed the convention too!,negative
"Can`t seem to sleep tonight... Its 3:38am, I need to get up in less than 4 hours...",negative
#3wordsaftersex it never started...,negative
Please don`t vote for her out of sympathy!  #BGT,negative
 AHhh FCUKKK...i missed out AGAIN  You must fill me in with the deetZ...see you tonight?!?!!,negative
No one wants to sit with me at lunch  I guess I`ll just bury my head in my laptop and continue to be anti-social.,negative
Ok getting the pink stripey one it`s the most subtle I`m a bit bored of the floral print! Ok?,negative
"...wait, I lied.",negative
 http://twitpic.com/66wxk - SO jealous right now!!!hate new england weather,negative
 Not having Hulu in Germany sucks,negative
" 140 characters, I find, is rarely enough to elaborate much upon anything.",negative
"Just changed my car tires, cost me a bomb.",negative
getting impatient with the turnaround time on repairs to my (broken on arrival) new espresso machine  #fb,negative
" That`s the problem. The earphones I get here don`t last more than 2 months, no matter what brand or price.",negative
"Stupid jobs, idk what to do.",negative
" LOL, such a dork. Hmm, is that book pretty good? Maybe I should check it out. That`s why 4gb sucks  8 isn`t much better.",negative
 Oh no! Dead muffins ... how sad,negative
Back from Miami. I miss South Beach,negative
lonely,negative
Another long walk in the heat... I hate this...,negative
 I have been sick for like 5 days now...,negative
"Warhammer 40k: Space Marines `officially` announced, only for 360 and PS3.  No luck for PC gamers",negative
Ugh worried about my math test,negative
One is not supposed to have a headache on a Friday. That`s just not right.,negative
"Today is just not my day. I can`t seem to feel any better. If i dont eat, im hungry. If i do eat, i feel like im gonna be sick. Blah",negative
"christian lacroix, and one of our on-off clients, gone bust.  http://tinyurl.com/kv653j",negative
Only one more day of Jay Leno  que sad!,negative
Chem wasn`t better than physics. And now I`m so tired. _astri HAHAHA NTN BBF JUGA YA? Hihi gue sukanya Jun Pyo?,negative
I had fries and an ariZona at 1130 and that`s the only thing I ate today.  feeeeeed meeeeee,negative
ugh... only 1 3/4th hour and i will be 19...,negative
 Oh No! Oprah jumped in front again,negative
_am_umlaut oh no!  i`m very sorry to hear,negative
 I only do computers. Am hopeless at everything else,negative
_ I don`t see how there could possibly be another choice.,negative
" i`m totally gutted, i ended up with my foot in a cast today so i can`t travel to nottingham now to see you guys   ****",negative
Im bored   -musiic[BOX],negative
Can`t sleep...so I`m watching HGTV. I`m afraid infomercials are about to take over,negative
"has applied for OSAP yet again- God, I`m gonna owe major $$$ by the end of my academic career, this just ain`t right!!",negative
Going to buffalo wild wings to meet up with my best friends I haven`t seen in forever! Too bad I can`t eat the food,negative
 Or your mobile doesn`t like me,negative
"Oh, as usual, I should warn my new followers that I tend to over-tweet during #canucks games. Apologies in advance.",negative
Oh no! I used my internal sig for an external e-mail  ****. #fb,negative
Its 1:11am and both my girls are still up! .. im so tired ..,negative
 in that case.. that`s a stupid move  I thought they were being B-A,negative
"I can`t open my eyes properly, maybe if i sleep for a lil` while longer it`ll fix itself",negative
"thers not many peole tweeting tonight... well suppose it is friday...evry normal person is out partyin, but im skint",negative
Just got refused a bottle of morgan`s in tesco despite saying helen could verify my age...  shocking... Just left all the shopping! X,negative
Feeling lonely and in need a a good friend,negative
bruise on knee will make it hard to skate tomorrow.,negative
_n_booklife I heard about that too... that seems an overreaction...,negative
hugh isn`t on it  lied last week,negative
missing someonee...,negative
Hey u forgot me!,negative
URL in previous post (to timer job) should be http://bit.ly/a4Fdb. I`d removed space which messed up URL.  ^ES,negative
Yeah I think I touched something that had mikes germs on it because I have a sore throat now  dammit I knew I should have not gone there!,negative
listens to MSI and bakes banana bread. How weird is she? Remarkably not so much anymore.,negative
new guitar hero metallica guitar is already broken  #fail,negative
_ i`m in bed sick atm-been sick since yesterday   hru hun?,negative
should be going to bed but cannot sleep right now.,negative
exams are the worst mahn!! 2 to go,negative
 The race was Saturday night. Jimmie didn`t do so great. He`s still in 3rd place,negative
 HAHAHAHA...yeah you mess up that crossing and kneeling bit you will get called out...JOKING,negative
"going crazy, the pain is unbearable..& i gotta wait till thursday!?",negative
"Husband Went off to bed, now off to missing him again until he is off again Tuesday",negative
i feel like watching a disney movie...too bad we dont have a vcr anymore,negative
forgot my lunch and no one else is ordering stuff  boooooo!,negative
 translation = complicated sh-t that someone is going to have to teach me,negative
Yao is out for the rest of the season! NOOO!..staying home on a Saturday night...SHOCK....got my phone fixed,negative
" ah, I`m so sorry it  I played a game of PSP with my friend tonight, and returned a while ago.",negative
zoita had a cardio apt. 2day. doc says her hole-in-the-heart hasn`t closed. she`ll need the surgery to close it http://ghurm.tumblr.com,negative
Mouth hurts,negative
"Grrr, I can`t even practice Trumpet or vocals because my glands in my neck hurt too much! Guitar it is then.",negative
 ME TOO! hehe i hate colds. totaly annoying...,negative
 -thanks i hope i do 2  iv been playing dmc4 like 5 times kinda sick of it hehe,negative
"  I wasn`t tryin to call you out, I just remember my dad ALWAYS had my **** late. He never got in trouble, I did.",negative
my iMac`s died  keeps cutting out for no reason. Anyone recommend a good mac place for service / parts? Think I need a new power supply,negative
"I can`t have any pets in the appartment I really want, so no rat yet.",negative
So many tests todayyy  I don`t feel confident about anyy.,negative
 kids will not eat salad so they getting crisps only salad for me and mr can make his bloody own,negative
